"Downloaded on",03/05/2025,"13:27:00 EST"
"Search URL",https://www.congress.gov/search?pageSort=documentNumber%3Adesc&q=%7B%22type%22%3A%22bills%22%2C%22party%22%3A%22Democratic%22%2C%22chamber%22%3A%22Senate%22%2C%22congress%22%3A%2299%22%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title,Sponsor,"Party of Sponsor","Date of Introduction",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,"Number of Cosponsors",Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Number of Related Bills","Related Bill","Related Bill","Related Bill","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Latest Summary","Amends Bill","Date Offered","Date Submitted","Date Proposed","Amendment Text (Latest)","Amends Amendment"
"S. 2423",https://www.congress.gov/bill/99th-congress/senate-bill/2423,"99th Congress (1985-1986)","A bill to amend title 38, United States Code, to provide for certain Veterans' Administration benefits which are paid based on the service-connected disability or death of a veteran to be paid in accordance with laws administered by the Veterans' Administration and to provide for certain Veterans' Administration insurance programs and revolving funds generally to be administered, and Veterans' Administration home loan guaranties for certain refinancing loans to be provided, in accordance with such laws.","DeConcini, Dennis [Sen.-D-AZ] (Introduced 05/08/1986)",Democratic,05/08/1986,"Senate - Veterans' Affairs","Committee on Veterans received executive comment from VA.",06/12/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Armed Forces and National Security",Automobiles,"Automotive engineering","Business and commerce","Cemeteries and funerals",Disabled,"Economics and Public Finance","Federal budgets","Federal receipts and expenditures","Government life insurance","Housing and Housing Finance","Housing and Community Development","Housing finance","Housing for the handicapped",Insurance,"Military dependents","Mortgage loans","Motor Vehicles and Driving","Revolving funds","Survivors' benefits","Transportation and the physically handicapped","Veterans' benefits","Veterans' disability compensation","Veterans' loans","Veterans' medical care","Veterans' rehabilitation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends Federal veterans' benefits provisions to provide that the following veterans' benefits shall be provided, unless specifically excepted by law, in accordance with laws administered by the Veterans Administration and without regard to any law providing for the cancellation of authority to make such payments:  (1) burial benefits; (2) specially adapted housing and mortgage protection life insurance; (3) rehabilitation services and assistance; (4) survivors' and dependents' educational assistance; (5) adapted automobiles and adaptive automobile equipment; (6) veterans' insurance policy loans; (7) payments from the special therapeutic and rehabilitation activities fund; (8) payments from the canteen services revolving fund; and (9) veterans' home loan guaranties.",,,,,,
"S. 2418",https://www.congress.gov/bill/99th-congress/senate-bill/2418,"99th Congress (1985-1986)","A bill to designate the United States Post Office being constructed in LaPlace, Louisiana, as the ""Gillis W. Long Memorial Post Office"".","Long, Russell B. [Sen.-D-LA] (Introduced 05/07/1986)",Democratic,05/07/1986,"Senate - Governmental Affairs","Committee on Governmental Affairs requested executive comment from U.S. Postal Service.",06/02/1986,"Johnston, J. Bennett [Sen.-D-LA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Federal installations","Government Operations and Politics",Louisiana,Names,"Postal Services and Facilities","Postal facilities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.4782,,,CRS,Senate,"08/08/1986 Committee on Governmental Affairs requested executive comment from U.S. Postal Service.",,,"<p>Designates the United States Post Office being constructed in LaPlace, Louisiana, as the Gillis W. Long Memorial Post Office.",,,,,,
"S. 2417",https://www.congress.gov/bill/99th-congress/senate-bill/2417,"99th Congress (1985-1986)","Aviation Safety Commission Act of 1986","Byrd, Robert C. [Sen.-D-WV] (Introduced 05/07/1986)",Democratic,05/07/1986,"House - Public Works and Transportation | Senate - Commerce, Science, and Transportation","H.J.RES. 738 passed in Senate relating to this measure.",10/17/1986,"Exon, J. James [Sen.-D-NE]","Ford, Wendell H. [Sen.-D-KY]","Hollings, Ernest F. [Sen.-D-SC]","Proxmire, William [Sen.-D-WI]","Rockefeller, John D., IV [Sen.-D-WV]","Simon, Paul [Sen.-D-IL]","Chiles, Lawton [Sen.-D-FL]","Andrews, Mark [Sen.-R-ND]","Kassebaum, Nancy Landon [Sen.-R-KS]","Riegle, Donald W., Jr. [Sen.-D-MI]","Goldwater, Barry [Sen.-R-AZ]","Lautenberg, Frank R. [Sen.-D-NJ]","Long, Russell B. [Sen.-D-LA]","Kasten, Robert W., Jr. [Sen.-R-WI]","Matsunaga, Spark M. [Sen.-D-HI]","Sarbanes, Paul S. [Sen.-D-MD]","Gorton, Slade [Sen.-R-WA]","Zorinsky, Edward [Sen.-D-NE]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,"Advisory bodies",Aviation,"Aviation safety","Federal advisory bodies","Public safety","Transportation and Public Works",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.J.Res.738,,,CRS,,"10/30/1986 Became Public Law No: 99-591.",,,"(Measure passed Senate, amended) <p>Aviation Safety Commission Act of 1986 - Establishes the Aviation Safety Commission (whose members are to be appointed by the President within 30 days after enactment of this Act) to study how the Federal Aviation Administration may most effectively perform its responsibilities and increase aviation safety. Outlines the main considerations in such study. <p>Requires the Commission to submit a report on such study to the President and the Congress within nine months after the date of enactment of this Act. Terminates the Commission nine months after the date of enactment of this Act. <p>Authorizes appropriations for FY 1987.",,,,,,
"S. 2415",https://www.congress.gov/bill/99th-congress/senate-bill/2415,"99th Congress (1985-1986)","A bill to prohibit any Member of Congress from being closely associated with any charitable organization which does not publicly disclose certain information, to establish an advisory panel to recommend solutions concerning unregulated campaign expenditures by such organizations, and for other purposes.","Hart, Gary W. [Sen.-D-CO] (Introduced 05/06/1986)",Democratic,05/06/1986,"Senate - Rules and Administration","Read twice and referred to the Committee on Rules.",05/06/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Advisory bodies","Campaign funds","Charitable contributions",Charities,Congress,"Congress and Members of Congress",Education,"Educational associations","Educational policy","Federal advisory bodies","Financial disclosure","Income tax","Members of Congress","Public Welfare and Charities","Tax-exempt organizations",Voting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Fair Foundations Act - Prohibits a Member of Congress from being closely associated with any specified tax-exempt charitable organization, if such organization does not publicly disclose an annual financial statement and a list of contributors. <p>Establishes a joint panel to study the potential development of unregulated expenditures by charitable educational organizations.  Requires a report to the Congress within six months of the panel's first meeting, including a recommendation whether such expenditures should be prohibited, regulated, or considered as campaign contributions under the Federal Election Campaign Act of 1971.  Authorizes appropriations.",,,,,,
"S. 2413",https://www.congress.gov/bill/99th-congress/senate-bill/2413,"99th Congress (1985-1986)","A bill to provide that the judicial conferences of each circuit be convened at the discretion of the chief judge of such circuit.","Bentsen, Lloyd M. [Sen.-D-TX] (Introduced 05/06/1986)",Democratic,05/06/1986,"Senate - Judiciary","Committee on Judiciary received executive comment from Administrative Office of the United States Courts.",07/30/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Conferences,"Courts and Civil Procedure",Judges,Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends the judicial code to provide that the judicial conferences of each circuit be convened at the discretion of the chief judge of such circuit. (Current law provides that such conferences be convened annually.)",,,,,,
"S. 2410",https://www.congress.gov/bill/99th-congress/senate-bill/2410,"99th Congress (1985-1986)","A bill to amend the Social Security Act to provide for improved treatment of small rural hospitals and sole community hospitals under title XVIII and XIX of such Act, and for other purposes.","Baucus, Max [Sen.-D-MT] (Introduced 05/06/1986)",Democratic,05/06/1986,"Senate - Finance","Committee on Finance requested executive comment from OMB, Treasury Department, Health and Human Services Department.",05/16/1986,"Grassley, Chuck [Sen.-R-IA]","Andrews, Mark [Sen.-R-ND]","Bentsen, Lloyd M. [Sen.-D-TX]","Boren, David L. [Sen.-D-OK]","Burdick, Quentin N. [Sen.-D-ND]","Mitchell, George J. [Sen.-D-ME]","Rockefeller, John D., IV [Sen.-D-WV]","Pressler, Larry [Sen.-R-SD]","Bumpers, Dale [Sen.-D-AR]","Pryor, David H. [Sen.-D-AR]","Stennis, John C. [Sen.-D-MS]","Hecht, Chic [Sen.-R-NV]","Leahy, Patrick J. [Sen.-D-VT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"Agriculture and Rural Affairs","Capital investments","Department of Health and Human Services","Executive reorganization","Health facilities",Hospitals,Medicaid,Medicare,"Peer review organizations (Medicine)","Regulatory impact statements","Rural affairs legislation","Social Welfare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.4788,,,CRS,Senate,"05/15/1986 Referred to Subcommittee on Health and the Environment.",,,"<p>Rural Health Care Improvement Act of 1986 - Amends part A (General Provisions) of title XI of the Social Security Act to require that whenever the Secretary of Health and Human Services proposes a regulation or promulgates a final version of a regulation under titles XVIII (Medicare), XIX (Medicaid), or part B (Peer Review) of title XI of the Act which will have a substantial impact on small rural hospitals, the Secretary make a regulatory impact analysis available to the public. <p>Amends the Medicare program to continue, beyond FY 1986, current law regarding Medicare payment to sole community hospitals for capital-related costs, treating such costs as distinct from operating costs of inpatient hospital services. <p>Provides certain small sole community and rural hospitals with payment for extremely high cost cases (outlier payments) which represent five or six percent of the total payments made to such hospitals. <p>Sets aside ten percent of amounts expended by the Secretary on certain experiments and demonstration projects for projects relating exclusively to rural health issues. <p>Requires fiscal intermediaries to pay certain small rural hospitals for Medicare claims, at the latest, 30 days after receiving the request for such payment. <p>Amends title VII (Administration) of the Act to establish an Office of Rural Health Policy in the Office of the Administrator of the Health Care Financing Administration to:  (1) advise the Administrator regarding the effects of changes in the Medicare and Medicaid programs on rural health; and (2) oversee compliance with provisions of this Act requiring regulatory impact analysis and rural health demonstration projects.",,,,,,
"S. 2408",https://www.congress.gov/bill/99th-congress/senate-bill/2408,"99th Congress (1985-1986)","A bill entitled the ""Antidumping Act of 1986"".","Baucus, Max [Sen.-D-MT] (Introduced 05/06/1986)",Democratic,05/06/1986,"Senate - Finance","Committee on Finance requested executive comment from OMB, International Trade Commission, Office of the U.S. Trade Representative, Treasury Department, State Department, Commerce Department, Agriculture Department.",05/16/1986,"Bingaman, Jeff [Sen.-D-NM]","Cranston, Alan [Sen.-D-CA]","Gore, Albert, Jr. [Sen.-D-TN]","Mitchell, George J. [Sen.-D-ME]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Countervailing duties","Courts and Civil Procedure","Courts of special jurisdiction",Damages,Dumping,"Foreign Trade and Investments","Foreign Trade and International Finance","Import restrictions",Imports,"Judicial review","Judicial review of administrative acts",Jurisdiction,Negotiations,"Trade agreements",Treaties,"Civil actions and liability",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Provides for a right to money damages to any U.S. citizen who has been injured in his business or property by the dumping of a commodity by a foreign person.  Allows such a citizen to petition the U.S. Court of International Trade for damages if there  has been a final affirmative finding by the Department of Commerce and the International Trade Commission in an antidumping duty investigation.  Grants such Court jurisdiction over any foreign person who has been found to have dumped commodities in the United States. Sets forth:  (1) the method for calculation of damages by such Court; and (2) procedures for the satisfaction of judgment awards. Provides for the stay of actions for damages pending review by such Court. <p>Requires a petitioner, after an affirmative finding of dumping, to make an election, in writing, to the Commission, that it chooses to:  (1) allow the imposition of antidumping duties according to specified Federal law; or (2) preserve the right to seek damages from foreign producers who dump their products in the United States.  Provides for a different assessment of antidumping duties depending on such election.  Allows a petitioner to seek additional damages if there is a finding of continued dumping of such foreign commodities. <p>Provides for civil penalties for foreign persons who have been the subject of multiple affirmative antidumping determinations.  Requires the Secretary of Commerce to maintain a list of all persons who produce commodities which have been the subject of a final affirmative determination by the administering authority. Requires the Secretary to commence an action in the U.S. Court of International Trade for the collection of penalties against persons who have been the subject of two or more affirmative determinations. <p>Grants the U.S. Court of International Trade exclusive jurisdiction over civil actions for damages commenced pursuant to this Act. <p>Prohibits the award of damages or the assessment of civil penalties which are found to violate U.S. legal obligations under international agreements, including the General Agreement on Tariffs and Trade (GATT). Requires the President to negotiate bilateral and multilateral agreements to harmonize the provisions of this Act with the U.S. legal obligations under such international agreements (including GATT).",,,,,,
"S. 2404",https://www.congress.gov/bill/99th-congress/senate-bill/2404,"99th Congress (1985-1986)","A bill to amend part D of title IV of the Social Security Act to prohibit the retroactive modification of child support arrearages.","Bradley, Bill [Sen.-D-NJ] (Introduced 05/05/1986)",Democratic,05/05/1986,"Senate - Finance","Read twice and referred to the Committee on Finance.",05/05/1986,"Long, Russell B. [Sen.-D-LA]","Biden, Joseph R., Jr. [Sen.-D-DE]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Child support","Courts and Civil Procedure","Domestic Relations and Families","Social Welfare","State courts",States,"Support of dependents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.4769,,,CRS,Senate,"05/09/1986 Referred to Subcommittee on Public Assistance and Unemployment Compensation.",,,"<p>Amends part D (Child Support) of title IV of the Social Security Act to prohibit the retroactive modification of child support arrearages except with respect to such arrearages which accumulate after the obligee and entity which issued the child support order receive notice that the obligor has pending an active application for modification of such order.",,,,,,
"S. 2402",https://www.congress.gov/bill/99th-congress/senate-bill/2402,"99th Congress (1985-1986)","A bill to amend the Public Health Service Act to assure access to health insurance, and for other purposes.","Kennedy, Edward M. [Sen.-D-MA] (Introduced 05/01/1986)",Democratic,05/01/1986,"Senate - Labor and Human Resources","Read twice and referred to the Committee on Labor and Human Resources.",05/01/1986,"Heinz, John [Sen.-R-PA]","Riegle, Donald W., Jr. [Sen.-D-MI]","Durenberger, Dave [Sen.-R-MN]","Andrews, Mark [Sen.-R-ND]","Cranston, Alan [Sen.-D-CA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Business and commerce","Employee benefit plans","Fines (Penalties)",Health,"Health insurance",Insurance,"Insurance rates","Labor and Employment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Access to Health Care Act of 1986 - Amends the Public Health Service Act to require each large employer (employing 20 or more individuals) that offers a health benefits plan to be a member of a qualified pooling association in its State. Subjects non-complying large employers to a civil penalty. <p>Requires each State to:  (1) have in effect a qualified State plan of assistance for the uninsured and underinsured; or (2) provide health care coverage for such individuals. <p>Expands title XXII (Requirements for Certain Group Health Plans) of the Public Health Service Act to cover private, as well as public, employers.  Extends the maximum period of continuation coverage from 18 to 22 months. Requires employers to continue to pay the premiums of certain terminated or reduced hours employees for up to four months. <p>Requires such group health plans to provide for an open enrollment period for each married employee who is, or would be, covered under the plan and whose spouse loses or will lose coverage due to a qualifying event. <p>Directs the Secretary of Health and Human Services to provide for studies and demonstration projects on ways to reduce the costs for small employers and self-employed individuals in obtaining health insurance.",,,,,,
"S. 2400",https://www.congress.gov/bill/99th-congress/senate-bill/2400,"99th Congress (1985-1986)","A bill to amend title XVIII of the Social Security Act to provide for coverage of an annual preventive health care checkup under part B of such title, and for other purposes.","Dodd, Christopher J. [Sen.-D-CT] (Introduced 05/01/1986)",Democratic,05/01/1986,"Senate - Finance","Committee on Finance requested executive comment from OMB, Treasury Department, Health and Human Services Department.",05/16/1986,"Burdick, Quentin N. [Sen.-D-ND]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Health,Medicare,"Physical examinations","Preventive medicine","Social Welfare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends title XVIII (Medicare) of the Social Security Act to cover, under part B (Supplementary Medical Insurance), 100 percent of the reasonable charges for an annual preventive health care checkup. Provides that no deductible shall be applied for such checkup.",,,,,,
"S. 2391",https://www.congress.gov/bill/99th-congress/senate-bill/2391,"99th Congress (1985-1986)","A bill for the relief of William Shu-Lai Mok and his wife Jaqueline Mok.","Matsunaga, Spark M. [Sen.-D-HI] (Introduced 05/01/1986)",Democratic,05/01/1986,"Senate - Judiciary","Referred to Subcommittee on Immigration and Refugee Policy.",05/20/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Immigration,"Private Legislation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Declares two named individuals to have been lawfully admitted to the United States for permanent residence under the Immigration and Nationality Act.",,,,,,
