"Downloaded on",03/05/2025,"13:18:52 EST"
"Search URL",https://www.congress.gov/search?pageSort=documentNumber%3Adesc&q=%7B%22congress%22%3A%5B%22109%22%5D%2C%22type%22%3A%22bills%22%2C%22party%22%3A%22Democratic%22%2C%22chamber%22%3A%22Senate%22%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title,Sponsor,"Party of Sponsor","Date of Introduction",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,"Number of Cosponsors",Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Number of Related Bills","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Latest Summary","Amends Bill","Date Offered","Date Submitted","Date Proposed","Amendment Text (Latest)","Amends Amendment"
"S. 602",https://www.congress.gov/bill/109th-congress/senate-bill/602,"109th Congress (2005-2006)","A bill to amend the Public Health Service Act to fund breakthroughs in Alzheimer's disease research while providing more help to caregivers and increasing public education about prevention.","Mikulski, Barbara A. [Sen.-D-MD] (Introduced 03/10/2005)",Democratic,03/10/2005,"Senate - Finance","Read twice and referred to the Committee on Finance.",03/10/2005,"Kennedy, Edward M. [Sen.-D-MA]","Leahy, Patrick J. [Sen.-D-VT]","Lugar, Richard G. [Sen.-R-IN]","Sarbanes, Paul S. [Sen.-D-MD]","Warner, John [Sen.-R-VA]","Dodd, Christopher J. [Sen.-D-CT]","Lautenberg, Frank R. [Sen.-D-NJ]","Harkin, Tom [Sen.-D-IA]","Kerry, John F. [Sen.-D-MA]","Rockefeller, John D., IV [Sen.-D-WV]","Bond, Christopher S. [Sen.-R-MO]","Kohl, Herb [Sen.-D-WI]","Lieberman, Joseph I. [Sen.-D-CT]","Boxer, Barbara [Sen.-D-CA]","Murray, Patty [Sen.-D-WA]","Wyden, Ron [Sen.-D-OR]","Collins, Susan M. [Sen.-R-ME]","Durbin, Richard J. [Sen.-D-IL]","Hagel, Chuck [Sen.-R-NE]","Johnson, Tim [Sen.-D-SD]","Landrieu, Mary L. [Sen.-D-LA]","Bayh, Evan [Sen.-D-IN]","Lincoln, Blanche L. [Sen.-D-AR]","Cantwell, Maria [Sen.-D-WA]","Clinton, Hillary Rodham [Sen.-D-NY]","Dayton, Mark [Sen.-D-MN]","Nelson, Bill [Sen.-D-FL]","Stabenow, Debbie [Sen.-D-MI]","Talent, Jim [Sen.-R-MO]","Coleman, Norm [Sen.-R-MN]","Dole, Elizabeth [Sen.-R-NC]","Cochran, Thad [Sen.-R-MS]","Corzine, Jon S. [Sen.-D-NJ]","Cornyn, John [Sen.-R-TX]","Smith, Gordon H. [Sen.-R-OR]","Jeffords, James M. [Sen.-I-VT]","Nelson, Ben [Sen.-D-NE]","Graham, Lindsey [Sen.-R-SC]","Specter, Arlen [Sen.-R-PA]","Santorum, Rick [Sen.-R-PA]","Reed, Jack [Sen.-D-RI]","Pryor, Mark L. [Sen.-D-AR]","DeWine, Mike [Sen.-R-OH]","Hatch, Orrin G. [Sen.-R-UT]","Menendez, Robert [Sen.-D-NJ]","Salazar, Ken [Sen.-D-CO]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,"Volunteer workers",Women,"Women's health","Chronically ill","Civil Rights and Liberties, Minority Issues","Clinical trials",Commerce,"Communication in medicine",Conferences,Congress,"Congressional reporting requirements","Consumer protection","Crime and Law Enforcement","Data banks","Department of Health and Human Services","Department of Justice",Disabled,"Economics and Public Finance","Excise tax",Families,"Federal aid to Indians","Federal aid to health facilities","Federal aid to research","Finance and Financial Sector","Government Operations and Politics","Government paperwork","Government publicity",Health,"Health education","Health information systems","Home care services","Income tax","Indexing (Economic policy)","Indian medical care","Insurance premiums","Labor and Employment",Lifestyle,"Long-term care","Long-term care insurance","Medical economics","Medical records","Medical research",Menopause,Minorities,"Missing persons","Native Americans","Patients' rights","Performance measurement",Aging,"Alzheimer's disease",Authorization,"Cardiovascular diseases",Caregivers,"Pharmaceutical research","Preventive medicine","Quality of care","Research centers","Research grants","Respite care","Right of privacy","Science, Technology, Communications","Social Welfare","Tax credits","Tax deductions","Tax penalties",Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.1262,,,,,,,,,,,,CRS,,,"04/18/2005 Referred to the Subcommittee on Select Education.",,,,,,,,,,," <p>Ronald Reagan Alzheimer's Breakthrough Act of 2005 - Amends the Public Health Service Act to make Alzheimer's disease research a priority within the National Institute on Aging. Requires the Director of the Institute to: (1) undertake an Alzheimer's Disease Prevention Initiative to accelerate the discovery of new risk and protective factors, to rapidly identify therapies and preventive interventions, and to implement effective prevention and treatment strategies; (2) conduct and support cooperative clinical research regarding Alzheimer's; and (3) conduct research concerning early detection and diagnosis, the relationship between Alzheimer's and vascular disease, and interventions designed to help caregivers. Authorizes the Director to establish a National Alzheimer's Coordinating Center to facilitate collaboration among Alzheimer's Disease Centers and Alzheimer's Disease Research Centers.</p> <p>Requires the Secretary of Health and Human Services, acting through the Director of the Centers for Disease Control and Prevention (CDC), to educate the public and public health community regarding Alzheimer's disease.</p> <p>Authorizes the Secretary to award grants or cooperative agreements to develop coordinated respite care programs on a statewide basis. Defines &quot;respite care&quot; to mean planned or emergency care provided to a child or adult with a special need in order to provide temporary relief to the family caregiver of such child or adult. Directs the Secretary to award a grant or cooperative agreement to a public or private nonprofit entity to establish a National Resource Center on Lifespan Respite Care.</p> <p>Amends the Internal Revenue Code to allow: (1) a nonrefundable tax credit for each individual certified as having long-term care needs and for whom the taxpayer is acting as a caregiver; (2) a tax deduction for long-term care premiums paid under a qualified insurance contract; and (3) qualified long-term care insurance to be offered in a cafeteria plan and flexible spending arrangements.</p>",,,,,,
"S. 601",https://www.congress.gov/bill/109th-congress/senate-bill/601,"109th Congress (2005-2006)","A bill to amend the Internal Revenue Code of 1986 to include combat pay in determining an allowable contribution to an individual retirement plan.","Conrad, Kent [Sen.-D-ND] (Introduced 03/10/2005)",Democratic,03/10/2005,"Senate - Finance","Read twice and referred to the Committee on Finance.",03/10/2005,"Landrieu, Mary L. [Sen.-D-LA]","Nelson, Bill [Sen.-D-FL]","Salazar, Ken [Sen.-D-CO]","Levin, Carl [Sen.-D-MI]","Johnson, Tim [Sen.-D-SD]","Isakson, Johnny [Sen.-R-GA]","Kerry, John F. [Sen.-D-MA]","Burr, Richard [Sen.-R-NC]","Harkin, Tom [Sen.-D-IA]","Cantwell, Maria [Sen.-D-WA]","Craig, Larry E. [Sen.-R-ID]","Stabenow, Debbie [Sen.-D-MI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"Armed Forces and National Security","Income tax","Individual retirement accounts","Iraq compilation","Labor and Employment","Military pay","Tax deductions",Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.1499,,,,,,,,,,,,CRS,,,"05/29/2006 Became Public Law No: 109-227.",,,,,,,,,,," <p>Amends the Internal Revenue Code to include combat zone compensation (otherwise excludable from gross income) as earned income for purposes of calculating the tax deduction for contributions to retirement savings plans.</p>",,,,,,
"S. 599",https://www.congress.gov/bill/109th-congress/senate-bill/599,"109th Congress (2005-2006)","A bill to provide duty-free treatment for certain tuna.","Kerry, John F. [Sen.-D-MA] (Introduced 03/10/2005)",Democratic,03/10/2005,"Senate - Finance","Read twice and referred to the Committee on Finance.",03/10/2005,"Kennedy, Edward M. [Sen.-D-MA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Malaysia,Philippines,Singapore,Tariff,Thailand,Tuna,Vietnam,"International Affairs",Indonesia,"Human rights","Free trade","Foreign Trade and International Finance","Environmental Protection","Employee rights","East Asia","Civil Rights and Liberties, Minority Issues",Cambodia,Brunei,"Labor and Employment","International environmental cooperation","Agriculture and Food",Laos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Fair Trade in Pouch Tuna Act of 2005 - Amends the Harmonized Tariff Schedule of the United States to eliminate tariffs on pouch tuna imported from member nations of the Association of Southeast Asian Nations (ASEAN) (Brunei, Cambodia, Indonesia, Laos, Malaysia, Philippines, Singapore, Thailand, and Vietnam), excluding the Union of Myanmar, up to the quantity of such duty-free imports from beneficiary nations of the Andean Trade Promotion and Drug Eradication Act. Restricts eligibility to those ASEAN nations that provide and enforce internationally recognized worker rights and environmental protections.</p>",,,,,,
"S. 598",https://www.congress.gov/bill/109th-congress/senate-bill/598,"109th Congress (2005-2006)","A bill to reauthorize provisions in the Native American Housing Assistance and Self-Determination Act of 1996 relating to Native Hawaiian low-income housing and Federal loan guarantees for Native Hawaiian housing.","Inouye, Daniel K. [Sen.-D-HI] (Introduced 03/10/2005)",Democratic,03/10/2005,"Senate - Indian Affairs, Banking, Housing, and Urban Affairs","Ordered placed on Senate Legislative Calendar under General Orders. Calendar No. 390.",04/04/2006,"Akaka, Daniel K. [Sen.-D-HI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Native Americans","Social Welfare","Low-income housing","Indian housing",Hawaiians,"Finance and Financial Sector","Federally-guaranteed loans","Federal aid to housing","Federal aid to Indians","Economics and Public Finance",Authorization,"Affordable housing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.2912,,,,,,,,,,,,CRS,,,"07/29/2005 Referred to the Subcommittee on Housing and Community Opportunity.",,,,,,,,,,," <p><b>(This measure has not been amended since it was introduced. The summary of that version is repeated here.)</b></p> <p>Amends the Native American Housing Assistance and Self-Determination Act of 1996 to authorize appropriations to the Department of Housing and Urban Development for FY2006-FY2009 for grants for housing assistance to Native Hawaiian families eligible to reside on the Hawaiian Home Lands, including rental assistance for low-income housing.</p>",,,,,,
"S. 597",https://www.congress.gov/bill/109th-congress/senate-bill/597,"109th Congress (2005-2006)","A bill for the relief of Fatuka Kaikumba Flake.","Bayh, Evan [Sen.-D-IN] (Introduced 03/10/2005)",Democratic,03/10/2005,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",03/10/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Immigration,"Private Legislation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.1267,,,,,,,,,,,,CRS,,,"04/18/2005 Referred to the Subcommittee on Immigration, Border Security, and Claims.",,,,,,,,,,," <p>Declares Fatuka Kaikumba Flake to be eligible for issuance of an immigrant visa or for adjustment of status to that of an alien lawfully admitted to the United States for permanent residence under the Immigration and Nationality Act.</p>",,,,,,
"S. 587",https://www.congress.gov/bill/109th-congress/senate-bill/587,"109th Congress (2005-2006)","A bill to amend title 40, United States Code, to require that automobiles and light trucks manufactured after model year 2006 be able to operate on a fuel mixture that is at least 85 percent ethanol, and for other purposes.","Dayton, Mark [Sen.-D-MN] (Introduced 03/10/2005)",Democratic,03/10/2005,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",03/10/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Alcohol as fuel","All terrain vehicles","Alternative energy sources","Automobile industry",Automobiles,Commerce,"Department of Transportation",Energy,"Environmental Protection","Fuel consumption","Government Operations and Politics",Labeling,Law,"Motor vehicle pollution control","Transportation and Public Works",Trucks,"Administrative procedure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,S.2263,,,,,,,,,,,,CRS,,,"02/09/2006 Read twice and referred to the Committee on Commerce, Science, and Transportation.",,,,,,,,,,," <p>Freedom From Foreign Oil Act of 2005 - Amends Federal transportation law to require that passenger automobiles, automobiles capable of off-highway operation, or light trucks that are manufactured after model year 2006 be capable of operating on a flexible fuel mixture (mixture containing at least 85 percent of ethanol by volume with gasoline). Requires the Secretary of Transportation to prescribe regulations requiring such automobiles or trucks to display prominently (including in the owner's manual of each vehicle) information indicating that such vehicles are capable of operating on a flexible fuel mixture.</p> <p>Directs the Secretary to promote the use of a mixture containing at least 85 percent of ethanol by volume with gasoline in motor vehicles in the United States.</p>",,,,,,
"S. 585",https://www.congress.gov/bill/109th-congress/senate-bill/585,"109th Congress (2005-2006)","A bill to better provide for compensation for certain persons injured in the course of employment at the Rocky Flats site in Colorado.","Salazar, Ken [Sen.-D-CO] (Introduced 03/09/2005)",Democratic,03/09/2005,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced: CR S2400)",03/09/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Armed Forces and National Security",Claims,Colorado,"Compensation (Law)","Department of Energy",Energy,"Environmental Protection","Federal employees","Government contractors","Government Operations and Politics",Health,"Labor and Employment",Law,"Nuclear weapons","Occupational health and safety",Plutonium,"Radiation victims","Workers' compensation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.428,,,,,,,,,,,,CRS,,,"03/24/2005 Referred to the Subcommittee on Workforce Protections.",,,,,,,,,,," <p>Rocky Flats Special Exposure Cohort Act - Amends the Energy Employees Occupational Illness Compensation Program Act of 2000 to provide compensation (for beryllium- and radiation-related health conditions) for employees of the Department of Energy (DOE) or of a DOE contractor employed for an aggregate number of at least 250 work days before January 1, 2006, at the Rocky Flats (nuclear weapons production and testing) site in Colorado.</p>",,,,,,
"S. 584",https://www.congress.gov/bill/109th-congress/senate-bill/584,"109th Congress (2005-2006)","Betty Dick Residence Protection Act","Salazar, Ken [Sen.-D-CO] (Introduced 03/09/2005)",Democratic,03/09/2005,"House - Resources | Senate - Energy and Natural Resources","Became Private Law No: 109-1.",05/12/2006,"Durbin, Richard J. [Sen.-D-IL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Private Legislation","Real property",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.432,,,,,,,,,,,,CRS,,,"07/28/2005 Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held. With printed Hearing: S.Hrg. 109-201.",,,,,,,,,,," <p><b>(This measure has not been amended since it was reported to the Senate on October 19, 2005. The summary of that version is repeated here.)</b></p> <p>Betty Dick Residence Protection Act - Requires the Secretary of the Interior to allow Betty Dick to continue to occupy and use specified land within the boundaries of Rocky Mountain National Park for the remainder of her natural life, subject to the payment of a specified annual amount to the Secretary. Prohibits: (1) the extension of the right of occupancy to any individual other than Betty Dick; and (2) any construction not in existence on November 30, 2004.</p> <p>Requires public access to both banks of the main channel of the Colorado River.</p>",,,,,,
"S. 583",https://www.congress.gov/bill/109th-congress/senate-bill/583,"109th Congress (2005-2006)","A bill to amend the Internal Revenue Code of 1986 to provide for the proper tax treatment of certain disaster mitigation payments.","Landrieu, Mary L. [Sen.-D-LA] (Introduced 03/09/2005)",Democratic,03/09/2005,"Senate - Finance","Read twice and referred to the Committee on Finance.",03/09/2005,"Lott, Trent [Sen.-R-MS]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Capital gains tax","Disaster relief","Emergency Management","Income tax","Land transfers","Public Lands and Natural Resources","Tax exclusion",Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,H.R.1134,S.586,,,,,,,,,,,CRS,,,"04/15/2005 Became Public Law No: 109-7.","03/17/2005 Sponsor introductory remarks on measure. (CR S2984)",,,,,,,,,," <p>Amends the Internal Revenue Code to exclude from gross income disaster mitigation payments paid pursuant to the Robert T. Stafford Disaster Relief and Emergency Assistance Act or the National Flood Insurance Act.</p>",,,,,,
"S. 582",https://www.congress.gov/bill/109th-congress/senate-bill/582,"109th Congress (2005-2006)","A bill to require the Secretary of the Treasury to mint coins in commemoration of the 50th anniversary of the desegregation of the Little Rock Central High School in Little Rock, Arkansas, and for other purposes.","Pryor, Mark L. [Sen.-D-AR] (Introduced 03/09/2005)",Democratic,03/09/2005,"Senate - Banking, Housing, and Urban Affairs","Committee on Banking, Housing, and Urban Affairs. Ordered to be reported with an amendment in the nature of a substitute favorably.",06/09/2005,"Lincoln, Blanche L. [Sen.-D-AR]","Kennedy, Edward M. [Sen.-D-MA]","Leahy, Patrick J. [Sen.-D-VT]","Stevens, Ted [Sen.-R-AK]","Lugar, Richard G. [Sen.-R-IN]","Levin, Carl [Sen.-D-MI]","Cochran, Thad [Sen.-R-MS]","Specter, Arlen [Sen.-R-PA]","Lautenberg, Frank R. [Sen.-D-NJ]","Bingaman, Jeff [Sen.-D-NM]","Kerry, John F. [Sen.-D-MA]","Rockefeller, John D., IV [Sen.-D-WV]","Mikulski, Barbara A. [Sen.-D-MD]","Jeffords, James M. [Sen.-I-VT]","Lieberman, Joseph I. [Sen.-D-CT]","Craig, Larry E. [Sen.-R-ID]","Dorgan, Byron L. [Sen.-D-ND]","Murray, Patty [Sen.-D-WA]","Feingold, Russell D. [Sen.-D-WI]","Bennett, Robert F. [Sen.-R-UT]","DeWine, Mike [Sen.-R-OH]","Thomas, Craig [Sen.-R-WY]","Durbin, Richard J. [Sen.-D-IL]","Johnson, Tim [Sen.-D-SD]","Landrieu, Mary L. [Sen.-D-LA]","Smith, Gordon H. [Sen.-R-OR]","Bunning, Jim [Sen.-R-KY]","Chafee, Lincoln [Sen.-R-RI]","Allen, George [Sen.-R-VA]","Cantwell, Maria [Sen.-D-WA]","Carper, Thomas R. [Sen.-D-DE]","Clinton, Hillary Rodham [Sen.-D-NY]","Corzine, Jon S. [Sen.-D-NJ]","Dayton, Mark [Sen.-D-MN]","Nelson, Bill [Sen.-D-FL]","Talent, Jim [Sen.-R-MO]","Cornyn, John [Sen.-R-TX]","Murkowski, Lisa [Sen.-R-AK]","Alexander, Lamar [Sen.-R-TN]","Dole, Elizabeth [Sen.-R-NC]","Salazar, Ken [Sen.-D-CO]","Obama, Barack [Sen.-D-IL]","Vitter, David [Sen.-R-LA]","Thune, John [Sen.-R-SD]","Domenici, Pete V. [Sen.-R-NM]","Baucus, Max [Sen.-D-MT]","Dodd, Christopher J. [Sen.-D-CT]","Grassley, Chuck [Sen.-R-IA]","Reid, Harry [Sen.-D-NV]","Burns, Conrad R. [Sen.-R-MT]","Akaka, Daniel K. [Sen.-D-HI]","Boxer, Barbara [Sen.-D-CA]","Wyden, Ron [Sen.-D-OR]","Brownback, Sam [Sen.-R-KS]","Roberts, Pat [Sen.-R-KS]","Bayh, Evan [Sen.-D-IN]","Schumer, Charles E. [Sen.-D-NY]","Stabenow, Debbie [Sen.-D-MI]","Coleman, Norm [Sen.-R-MN]","Hagel, Chuck [Sen.-R-NE]","Biden, Joseph R., Jr. [Sen.-D-DE]","Harkin, Tom [Sen.-D-IA]","Feinstein, Dianne [Sen.-D-CA]","Santorum, Rick [Sen.-R-PA]","Nelson, Ben [Sen.-D-NE]","DeMint, Jim [Sen.-R-SC]","Collins, Susan M. [Sen.-R-ME]","Isakson, Johnny [Sen.-R-GA]","Sununu, John E. [Sen.-R-NH]","Reed, Jack [Sen.-D-RI]","Martinez, Mel [Sen.-R-FL]",,,,,,,71,Commemorations,Anniversaries,Arkansas,"Black history","Civil Rights and Liberties, Minority Issues","Coins and coinage","Desegregation in education",Education,"Elementary and secondary education","Finance and Financial Sector","Historic sites",History,Minorities,"Secondary education",Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.358,,,,,,,,,,,,CRS,,,"12/22/2005 Became Public Law No: 109-146.",,,,,,,,,,," <p>Little Rock Central High School Desegregation 50th Anniversary Commemorative Coin Act - Instructs the Secretary of the Treasury to mint and issue not more than 500,000 $1 coins emblematic of the desegregation of the Little Rock Central High School and its contribution to civil rights in America, beginning January 1, 2007.</p> <p>Terminates such minting authority after December 31, 2007.</p> <p>States that all sales shall include a surcharge of $10 per coin, to be equally divided and paid to: (1) the Jefferson National Parks Association for the purpose of providing support for programs and other developmental activities at the Little Rock Central High National Historic Site and support for the ongoing mission of the Little Rock Central High National Historic Site; and (2) the Secretary of the Interior for site improvements at the Little Rock Central High National Historic Site, including the establishment of cooperative agreements to preserve and restore the historic character of the vicinity in the historic site's boundaries.</p> <p>States that Congress intends for such surcharges to supplement amounts provided to the Secretary in appropriation Acts for the Little Rock Central High National Historic Site, and are not intended to be a substitute for such appropriated amounts.</p>",,,,,,
