"Downloaded on",03/04/2025,"18:40:15 EST"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22chamber%22%3A%22Senate%22%2C%22type%22%3A%22bills%22%2C%22party%22%3A%5B%22Republican%22%2C%22Independent%22%5D%2C%22congress%22%3A%5B%22110%22%5D%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title,Sponsor,"Party of Sponsor","Date of Introduction",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,"Number of Cosponsors",Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Number of Related Bills","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Latest Summary","Amends Bill","Date Offered","Date Submitted","Date Proposed","Amendment Text (Latest)","Amends Amendment"
"S. 2590",https://www.congress.gov/bill/110th-congress/senate-bill/2590,"110th Congress (2007-2008)","A bill to authorize the Secretary of the Interior, acting through the Director of the National Park Service, to designate the Dr. Norman E. Borlaug Birthplace and Childhood Home in Cresco, Iowa, as a National Historic Site and as a unit of the National Park System, and for other purposes.","Grassley, Chuck [Sen.-R-IA] (Introduced 02/04/2008)",Republican,02/04/2008,"Senate - Energy and Natural Resources","Read twice and referred to the Committee on Energy and Natural Resources.",02/04/2008,"Harkin, Tom [Sen.-D-IA]","Conrad, Kent [Sen.-D-ND]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Agricultural research","Agriculture and Food",Agronomy,Commemorations,"Historic sites",History,Scientists,"Land transfers","National parks","Plant breeding","Public Lands and Natural Resources","Science, Technology, Communications",Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.5127,,,,,,,,,,CRS,,,"01/28/2008 Referred to the Subcommittee on National Parks, Forests and Public Lands.",,,,,,,,,," <p>Requires, if the Secretary of the Interior acquires by donation from the Borlaug Heritage Foundation fee simple and unencumbered title to the Norman E. Borlaug Birthplace site and the Norman E. Borlaug Childhood Home site (both in Cresco, Iowa) and any related personal property, designation of all such property as a National Historic Site and as a unit of the National Park System, to be known as the &quot;Dr. Norman E. Borlaug Birthplace Home National Historic Site.&quot;</p>",,,,,,
"S. 2582",https://www.congress.gov/bill/110th-congress/senate-bill/2582,"110th Congress (2007-2008)","A bill for the relief of Sali Bregaj, Mjaftime Bregaj, and Nertila Bregaj-Swyer.","Craig, Larry E. [Sen.-R-ID] (Introduced 01/31/2008)",Republican,01/31/2008,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",01/31/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Private Legislation",Immigration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,"Provides for the relief of Sali Bregaj, Mjaftime Bregaj, and Nertila Bregaj-Swyer.",,,,,,
"S. 2578",https://www.congress.gov/bill/110th-congress/senate-bill/2578,"110th Congress (2007-2008)","A bill to temporarily delay application of proposed changes to Medicaid payment rules for case management and targeted case management services.","Coleman, Norm [Sen.-R-MN] (Introduced 01/30/2008)",Republican,01/30/2008,"Senate - Finance","Read twice and referred to the Committee on Finance.",01/30/2008,"Domenici, Pete V. [Sen.-R-NM]","Leahy, Patrick J. [Sen.-D-VT]","Bingaman, Jeff [Sen.-D-NM]","Mikulski, Barbara A. [Sen.-D-MD]","Clinton, Hillary Rodham [Sen.-D-NY]","Alexander, Lamar [Sen.-R-TN]","Salazar, Ken [Sen.-D-CO]","Cardin, Benjamin L. [Sen.-D-MD]","Casey, Robert P., Jr. [Sen.-D-PA]","Corker, Bob [Sen.-R-TN]","Klobuchar, Amy [Sen.-D-MN]","Collins, Susan M. [Sen.-R-ME]","Kennedy, Edward M. [Sen.-D-MA]","Snowe, Olympia J. [Sen.-R-ME]","Wyden, Ron [Sen.-D-OR]","Sanders, Bernard [Sen.-I-VT]","Brown, Sherrod [Sen.-D-OH]","Voinovich, George V. [Sen.-R-OH]","Byrd, Robert C. [Sen.-D-WV]","Schumer, Charles E. [Sen.-D-NY]","Harkin, Tom [Sen.-D-IA]","Boxer, Barbara [Sen.-D-CA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,"Administrative procedure","Case management","Department of Health and Human Services","Social Welfare",Health,Law,Medicaid,"Government Operations and Politics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.5173,,,,,,,,,,CRS,,,"01/29/2008 Referred to the Subcommittee on Health.",,,,,,,,,," <p>Delays until April 1, 2009, implementation of proposed changes to payment rules under title XIX (Medicaid) of the Social Security Act for case management and targeted case management services.</p><p>Prohibits the Secretary of Health and Human Services, before such date, from taking any action to restrict coverage or payment under Medicaid if such action is more restrictive than the administrative action, policy, or practice that applies to coverage of, or payment for, such services under Medicaid on December 3, 2007.</p><p>Makes null and void any such action taken by the Secretary between December 4, 2007, and March 31, 2009, that is based in whole or in part on such interim final rule.</p>",,,,,,
"S. 2576",https://www.congress.gov/bill/110th-congress/senate-bill/2576,"110th Congress (2007-2008)","A bill to amend the Internal Revenue Code of 1986 to allow a credit for qualified expenditures paid or incurred to replace certain wood stoves.","Crapo, Mike [Sen.-R-ID] (Introduced 01/30/2008)",Republican,01/30/2008,"Senate - Finance","Read twice and referred to the Committee on Finance.",01/30/2008,"Allard, Wayne [Sen.-R-CO]","Collins, Susan M. [Sen.-R-ME]","Snowe, Olympia J. [Sen.-R-ME]","Cantwell, Maria [Sen.-D-WA]","Smith, Gordon H. [Sen.-R-OR]","Tester, Jon [Sen.-D-MT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Air pollution control",Energy,"Environmental Protection",Heating,Wood,Standards,"Tax credits",Taxation,"Income tax",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.4244,,,,,,,,,,CRS,,,"11/15/2007 Referred to the House Committee on Ways and Means.",,,,,,,,,," <p> Clean Stove Act of 2008 - Amends the Internal Revenue Code to allow individual taxpayers a tax credit, up to $500, for the cost of replacing a residential wood stove with: (1) a wood-burning stove that complies with current Environmental Protection Agency (EPA) standards; and (2) a pellet or corn-burning stove. Terminates such credit after 2010.</p>",,,,,,
"S. 2575",https://www.congress.gov/bill/110th-congress/senate-bill/2575,"110th Congress (2007-2008)","A bill to amend title 38, United States Code, to remove certain limitations on the transfer of entitlement to basic educational assistance under Montgomery GI Bill, and for other purposes.","Hutchison, Kay Bailey [Sen.-R-TX] (Introduced 01/30/2008)",Republican,01/30/2008,"Senate - Armed Services","Read twice and referred to the Committee on Armed Services.",01/30/2008,"Domenici, Pete V. [Sen.-R-NM]","Stevens, Ted [Sen.-R-AK]","Bingaman, Jeff [Sen.-D-NM]","Mikulski, Barbara A. [Sen.-D-MD]","Inhofe, James M. [Sen.-R-OK]","Johnson, Tim [Sen.-D-SD]","Roberts, Pat [Sen.-R-KS]","Bayh, Evan [Sen.-D-IN]","Lincoln, Blanche L. [Sen.-D-AR]","Cornyn, John [Sen.-R-TX]","Murkowski, Lisa [Sen.-R-AK]","Coleman, Norm [Sen.-R-MN]","Graham, Lindsey [Sen.-R-SC]","Sununu, John E. [Sen.-R-NH]","Cardin, Benjamin L. [Sen.-D-MD]","Martinez, Mel [Sen.-R-FL]","Klobuchar, Amy [Sen.-D-MN]","Collins, Susan M. [Sen.-R-ME]","Dorgan, Byron L. [Sen.-D-ND]","Cochran, Thad [Sen.-R-MS]","Crapo, Mike [Sen.-R-ID]","Sessions, Jeff [Sen.-R-AL]","Wyden, Ron [Sen.-D-OR]","Bond, Christopher S. [Sen.-R-MO]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,"Armed Forces and National Security","Armed forces reserves",Education,"Veterans' education","Higher education","Military dependents",Families,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.5229,,,,,,,,,,CRS,,,"02/29/2008 Referred to the Subcommittee on Military Personnel.",,,,,,,,,," <p>Montgomery GI Bill Educational Assistance Transferability Act of 2008 - Amends the Montgomery GI Bill educational assistance program to authorize the Secretary of the military department concerned to permit any member of the Armed Forces (currently, only members with critical military skills) entitled to basic educational assistance to elect to transfer a portion of such assistance to one or more dependents. Removes the 18-month limitation on the number of months of entitlement authorized to be transferred.</p> <p>Provides similar eligibility for the transfer of educational assistance for members of the Selected Reserve who have completed at least six years of service and enter into an agreement to remain a member of such Reserve for at least four more years.</p>",,,,,,
"S. 2573",https://www.congress.gov/bill/110th-congress/senate-bill/2573,"110th Congress (2007-2008)","A bill to amend title 38, United States Code, to require a program of mental health care and rehabilitation for veterans for service-related post-traumatic stress disorder, depression, anxiety disorder, or a related substance use disorder, and for other purposes.","Burr, Richard [Sen.-R-NC] (Introduced 01/30/2008)",Republican,01/30/2008,"Senate - Veterans' Affairs","Read twice and referred to the Committee on Veterans' Affairs.",01/30/2008,"Craig, Larry E. [Sen.-R-ID]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Anxiety,"Armed Forces and National Security","Drug abuse","Drug abuse treatment",Health,"Veterans' rehabilitation","Mental health services","Post-traumatic stress disorder","Veterans' benefits","Veterans' medical care","Mental depression",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,," <p>Veterans Mental Health Treatment First Act - Directs the Secretary of Veterans Affairs to carry out a program of mental health care and rehabilitation for veterans who: (1) are diagnosed by a Department of Veterans Affairs (VA) physician with post-traumatic stress disorder (PTSD) or depression, anxiety, or substance abuse that is either related to the PTSD or service-related; and (2) agree to participation conditions, including compliance with a treatment regimen and rehabilitation plan prescribed by the Secretary of Veterans Affairs. Requires each participant to be paid a stipend during successful program participation, limiting to $11,000 the total stipend paid to each individual.</p>",,,,,,
"S. 2572",https://www.congress.gov/bill/110th-congress/senate-bill/2572,"110th Congress (2007-2008)","A bill to amend the Internal Revenue Code of 1986 to provide for bonus depreciation or an additional minimum tax credit in lieu of such bonus depreciation.","Voinovich, George V. [Sen.-R-OH] (Introduced 01/30/2008)",Republican,01/30/2008,"Senate - Finance","Read twice and referred to the Committee on Finance.",01/30/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Minimum tax","Tax deductions",Taxation,Commerce,"Depreciation and amortization","Income tax",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,," <p>Amends the Internal Revenue Code to: (1) increase from 30 to 50% the rate of the special depreciation allowance (bonus depreciation) for certain business equipment and assets placed in service in 2008; and (2) allow a corporation to elect to increase its alternative minimum tax credit by its bonus depreciation amount in lieu of applying such allowance.</p>",,,,,,
"S. 2570",https://www.congress.gov/bill/110th-congress/senate-bill/2570,"110th Congress (2007-2008)","A bill to amend title II of the Social Security Act to authorize waivers by the Commissioner of Social Security of the 5-month waiting period for entitlement to benefits based on disability in cases in which the Commissioner determines that such waiting period would cause undue hardship to terminally ill beneficiaries.","Murkowski, Lisa [Sen.-R-AK] (Introduced 01/29/2008)",Republican,01/29/2008,"Senate - Finance","Read twice and referred to the Committee on Finance.",01/29/2008,"Stevens, Ted [Sen.-R-AK]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Health,"Old age, survivors and disability insurance","Social security beneficiaries","Social security eligibility","Social Welfare","Terminally ill",Disabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,H.R.2713,H.R.5812,,,,,,,,,CRS,,,"06/18/2007 Referred to the Subcommittee on Social Security.","04/22/2008 Referred to the Subcommittee on Social Security.",,,,,,,,," <p>Robert James Act of 2008 - Amends title II (Old Age, Survivors and Disability Insurance) of the Social Security Act to authorize waivers by the Commissioner of Social Security of the five-month waiting period for entitlement to benefits based on disability in cases in which such waiting period would cause undue hardship to terminally ill beneficiaries. </p>",,,,,,
"S. 2567",https://www.congress.gov/bill/110th-congress/senate-bill/2567,"110th Congress (2007-2008)","A bill to provide Federal reimbursement to State and local governments for a limited sales, use, and retailers' occupation tax holiday.","Burr, Richard [Sen.-R-NC] (Introduced 01/29/2008)",Republican,01/29/2008,"Senate - Finance","Read twice and referred to the Committee on Finance.",01/29/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Local taxation","Intergovernmental tax relations","Government Operations and Politics","State taxation","Sales tax",Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,," Sales Tax Holiday Act of 2008 - Directs the Secretary of the Treasury to reimburse each state that elects to partipicapte in a sales tax holiday period (beginning after April 3, 2008, and ending before April 14, 2008) for 60% of the amount of state and local sales tax payable and not collected during such period.",,,,,,
"S. 2566",https://www.congress.gov/bill/110th-congress/senate-bill/2566,"110th Congress (2007-2008)","A bill to amend the Internal Revenue Code of 1986 to provide a Federal income tax credit for certain home purchases.","Isakson, Johnny [Sen.-R-GA] (Introduced 01/29/2008)",Republican,01/29/2008,"Senate - Finance","Read twice and referred to the Committee on Finance.",01/29/2008,"Craig, Larry E. [Sen.-R-ID]","Gregg, Judd [Sen.-R-NH]","Allard, Wayne [Sen.-R-CO]","Chambliss, Saxby [Sen.-R-GA]","Bunning, Jim [Sen.-R-KY]","Cornyn, John [Sen.-R-TX]","Alexander, Lamar [Sen.-R-TN]","Vitter, David [Sen.-R-LA]","Coburn, Tom [Sen.-R-OK]","DeMint, Jim [Sen.-R-SC]","Martinez, Mel [Sen.-R-FL]","Domenici, Pete V. [Sen.-R-NM]","Hatch, Orrin G. [Sen.-R-UT]","Inhofe, James M. [Sen.-R-OK]","Coleman, Norm [Sen.-R-MN]","Roberts, Pat [Sen.-R-KS]","Murkowski, Lisa [Sen.-R-AK]","Sununu, John E. [Sen.-R-NH]","Corker, Bob [Sen.-R-TN]","Specter, Arlen [Sen.-R-PA]","Landrieu, Mary L. [Sen.-D-LA]","Enzi, Michael B. [Sen.-R-WY]","Graham, Lindsey [Sen.-R-SC]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,Foreclosure,"Finance and Financial Sector","Home ownership",Taxation,"Tax credits","Single family housing",Mortgages,"Loan defaults","Housing and Community Development","Income tax",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,H.R.5670,H.R.5974,S.12,H.R.5565,,,,,,,CRS,,,"04/01/2008 Referred to the House Committee on Ways and Means.","05/06/2008 Referred to the House Committee on Ways and Means.","03/03/2008 Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 587.","03/10/2008 Referred to the House Committee on Ways and Means.",,,,,,," <p>Amends the Internal Revenue Code to allow purchasers of a single-family principal residence a one-time tax credit for up to $15,000 of the purchase price. Requires such a residence to be purchased after February 29, 2008, and before March 1, 2009, and that it be: (1) a new previously unoccupied residence for which a building permit has been issued and construction began on or before September 1, 2007; (2) an owner-occupied residence with a mortgage indebtedness in default on or before March 1, 2008; or (3) in foreclosure and owned by the mortgagor or the mortgagor's agent. </p>",,,,,,
"S. 2563",https://www.congress.gov/bill/110th-congress/senate-bill/2563,"110th Congress (2007-2008)","A bill to authorize the extension of nondiscriminatory treatment (normal trade relations treatment) to the products of Azerbaijan.","Lugar, Richard G. [Sen.-R-IN] (Introduced 01/29/2008)",Republican,01/29/2008,"Senate - Finance","Read twice and referred to the Committee on Finance.",01/29/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Normal trade relations","President and foreign policy","Most favored nation principle","Government Operations and Politics","Foreign Trade and International Finance","Central Asia",Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,," <p>Authorizes the President to extend nondiscriminatory treatment (normal trade relations treatment) to the products of Azerbaijan.</p>",,,,,,
"S. 2562",https://www.congress.gov/bill/110th-congress/senate-bill/2562,"110th Congress (2007-2008)","A bill to authorize the extension of nondiscriminatory treatment (normal trade relations treatment) to the products of Kazakhstan.","Lugar, Richard G. [Sen.-R-IN] (Introduced 01/29/2008)",Republican,01/29/2008,"Senate - Finance","Read twice and referred to the Committee on Finance.",01/29/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Most favored nation principle","Central Asia","Foreign Trade and International Finance","Government Operations and Politics",Kazakhstan,"President and foreign policy","Normal trade relations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,," <p>Authorizes the President to extend nondiscriminatory treatment (normal trade relations treatment) to the products of Kazakhstan.</p>",,,,,,
"S. 2558",https://www.congress.gov/bill/110th-congress/senate-bill/2558,"110th Congress (2007-2008)","A bill to amend the Clean Air Act to modify a definition.","Thune, John [Sen.-R-SD] (Introduced 01/25/2008)",Republican,01/25/2008,"Senate - Environment and Public Works","Read twice and referred to the Committee on Environment and Public Works.",01/25/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Lumber trade","Forest health","Forest fires","Forest ecology","Fire prevention","Environmental Protection",Energy,"Emergency Management",Commerce,"Biomass energy","Alternative energy sources","Paper and paper products","Public Lands and Natural Resources","Tree diseases",Wood,"National forests","Air pollution control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,," <p>Amends the Clean Air Act to revise the definition of &quot;renewable biomass&quot; to include certain commercial waste material harvested from National Forest System or public lands. </p>",,,,,,
"S. 2552",https://www.congress.gov/bill/110th-congress/senate-bill/2552,"110th Congress (2007-2008)","A bill to amend the Internal Revenue Code of 1986 to provide a stimulus to small business by increasing expensing for small businesses in 2008, extending the length of the carryback period for net operating losses during 2007 and 2008, and extending the research and development credit.","Snowe, Olympia J. [Sen.-R-ME] (Introduced 01/24/2008)",Republican,01/24/2008,"Senate - Finance","Read twice and referred to the Committee on Finance.",01/24/2008,"Kerry, John F. [Sen.-D-MA]","Coleman, Norm [Sen.-R-MN]","Landrieu, Mary L. [Sen.-D-LA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Commerce,"Depreciation and amortization","Income tax",Losses,Taxation,"Research and development tax credit","Science, Technology, Communications","Tax deductions","Minimum tax",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,S.2553,,,,,,,,,,CRS,,,"04/16/2008 Committee on Small Business and Entrepreneurship. Hearings held.",,,,,,,,,," <p>Small Business Stimulus Act of 2008 - Amends the Internal Revenue Code to: (1) increase to $200,000 the expensing allowance for depreciable business assets in 2008; (2) extend through 2008 the five-year carryback allowed for certain unused net operating losses; and (3) extend through 2008 the tax credit for increasing research activities.</p>",,,,,,
