"Downloaded on",03/04/2025,"18:23:45 EST"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22chamber%22%3A%22Senate%22%2C%22type%22%3A%22bills%22%2C%22party%22%3A%5B%22Republican%22%2C%22Independent%22%5D%2C%22congress%22%3A%2295%22%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title,Sponsor,"Party of Sponsor","Date of Introduction",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,"Number of Cosponsors",Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Number of Related Bills","Related Bill","Related Bill","Related Bill","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Latest Summary","Amends Bill","Date Offered","Date Submitted","Date Proposed","Amendment Text (Latest)","Amends Amendment"
"S. 3196",https://www.congress.gov/bill/95th-congress/senate-bill/3196,"95th Congress (1977-1978)","A bill to amend title XI of the Social Security act to provide that a Professional Standards Review Organization shall not be considered to be an agency of the Federal Government.","Schweiker, Richard S. [Sen.-R-PA] (Introduced 06/13/1978)",Republican,06/13/1978,"Senate - Finance","Referred to Senate Committee on Finance.",06/13/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Medicaid,Medicare,"Peer review organizations (Medicine)","Social Welfare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends the Social Security Act to stipulate that a Professional Standards Review Organization shall not be considered to be an agency of the Federal Government by reason of the functions performed by such organization under the Act.",,,,,,
"S. 3195",https://www.congress.gov/bill/95th-congress/senate-bill/3195,"95th Congress (1977-1978)","A bill to provide for the establishment of a national cemetery on the Delmarva Peninsula.","Roth Jr., William V. [Sen.-R-DE] (Introduced 06/13/1978)",Republican,06/13/1978,"Senate - Veterans' Affairs","Referred to Senate Committee on Veterans' Affairs.",06/13/1978,"Biden, Joseph R., Jr. [Sen.-D-DE]","Scott, William Lloyd [Sen.-R-VA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Armed Forces and National Security","Cemeteries and funerals",Delaware,Maryland,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Authorizes the Administrator of Veterans' Affairs to establish a national cemetery (to be part of the National Cemetery System) on the Delmarva Peninsula, and to acquire such lands in Delaware, Maryland, or Virginia, as may be required for such national cemetery.",,,,,,
"S. 3194",https://www.congress.gov/bill/95th-congress/senate-bill/3194,"95th Congress (1977-1978)","A bill to prohibit the issuance of regulations on the taxation of fringe benefits.","Roth Jr., William V. [Sen.-R-DE] (Introduced 06/13/1978)",Republican,06/13/1978,"Senate - Finance","Referred to Senate Committee on Finance.",06/13/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Commuting,"Department of the Treasury","Fringe benefits","Income tax","Internal Revenue Service (IRS)","Law enforcement officers","Social security taxes","Tax administration","Tax exclusion",Taxation,"Withholding tax",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Prohibits the Internal Revenue Service from issuing any regulation between May 1, 1978, and December 1, 1979, providing for the inclusion of any fringe benefit in gross income for the purposes of taxation.",,,,,,
"S. 3192",https://www.congress.gov/bill/95th-congress/senate-bill/3192,"95th Congress (1977-1978)","A bill to provide that certain public lands which are intermingled with non-public lands shall be conveyed to the several States.","Laxalt, Paul D. [Sen.-R-NV] (Introduced 06/12/1978)",Republican,06/12/1978,"Senate - Energy and Natural Resources","Referred to Senate Committee on Energy and Natural Resources.",06/12/1978,"Cannon, Howard W. [Sen.-D-NV]","Domenici, Pete V. [Sen.-R-NM]","Garn, E. J. (Jake) [Sen.-R-UT]","Goldwater, Barry [Sen.-R-AZ]","Hatch, Orrin G. [Sen.-R-UT]","Schmitt, Harrison H. [Sen.-R-NM]","Stevens, Ted [Sen.-R-AK]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"Federal-state relations","Land transfers","Public Lands and Natural Resources",States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Requires the Secretary of the Interior to convey to each of the several States which have submitted an application meeting specified requirements those public lands which as a result of land grants made to railroads under any Act of Congress or as a result of other specified grants are intermingled with lands not owned by the United States.",,,,,,
"S. 3188",https://www.congress.gov/bill/95th-congress/senate-bill/3188,"95th Congress (1977-1978)","A bill to establish a National Office of Maternal and Child Health and a National Advisory Council on Maternal and Child Health, to promote the efficient administration of health care programs for mothers, infants and crippled children, and for other purposes.","Helms, Jesse [Sen.-R-NC] (Introduced 06/09/1978)",Republican,06/09/1978,"Senate - Finance","Referred to Senate Committee on Finance.",06/09/1978,"Danforth, John C. [Sen.-R-MO]","Eastland, James O. [Sen.-D-MS]","Randolph, Jennings [Sen.-D-WV]","Thurmond, Strom [Sen.-R-SC]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Advisory bodies","Child health","Department of Health, Education, and Welfare",Disabled,"Executive reorganization",Families,"Federal advisory bodies",Health,"Maternal and infant welfare","Maternal health services",Obstetrics,"Social Welfare",Women,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Maternal, Infant, and Crippled Children's Health Reform Act - Amends the Social Security Act to establish in the Department of Health, Education, and Welfare a unit known as the National Office of Maternal and Child Health. <p>Requires the National Office to: (1) seek to improve maternal and child health care services through coordination of the activities of Federal health agencies with respect to maternal and child health and crippled children's services; (2) develop a data collection and retrieval system to serve as a central source of information related to the health of mothers and children; and (3) develop a long-range program to promote the availability of health services to all pregnant women, infants, and children. <p>Directs the Secretary of Health, Education, and Welfare to appoint a National Advisory Council on Maternal and Child Health. <p>Requires such Council to advise and assist the States and the Secretary and the National Office. <p>Directs the Council to study Federal health programs for mothers, infants, and children. Sets forth the scope of such study.",,,,,,
"S. 3184",https://www.congress.gov/bill/95th-congress/senate-bill/3184,"95th Congress (1977-1978)","A bill to designate the Indian Health Facility in Ada, Oklahoma, the ""Carl Albert Indian Health Care Facility"".","Bartlett, Dewey F. [Sen.-R-OK] (Introduced 06/08/1978)",Republican,06/08/1978,"House - Interior and Insular Affairs | Senate - Indian Affairs (Select)","Referred to House Committee on Interior and Insular Affairs.",09/06/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Federal office buildings","Government Operations and Politics",Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Designates the Indian Health Facility in Ada, Oklahoma, as the ""Carl Albert Indian Health Facility.""",,,,,,
"S. 3183",https://www.congress.gov/bill/95th-congress/senate-bill/3183,"95th Congress (1977-1978)","A bill to clarify section 119 of the Internal Revenue Code of 1954 by an amendment making it clear that meals provided in kind by an employer to an employee may be considered furnished for the convenience of the employer without regard to whether a charge is made or whether the employee is required to accept such meals.","Dole, Robert J. [Sen.-R-KS] (Introduced 06/08/1978)",Republican,06/08/1978,"Senate - Finance","Referred to Senate Committee on Finance.",06/08/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Fringe benefits","Income tax","Labor and Employment","Tax exclusion",Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.10594,,,Senate,,"01/26/1978 Referred to House Committee on Ways and Means.",,,"<p>Amends the Internal Revenue Code to provide that meals furnished by an employer to an employee may be considered furnished for the convenience of the employer (and the value excluded from the employee's gross income) without regard to whether a charge is made or whether the employee is required to accept such meals.",,,,,,
"S. 3176",https://www.congress.gov/bill/95th-congress/senate-bill/3176,"95th Congress (1977-1978)","A bill to amend section 118 of the Internal Revenue Code of 1954 to clarify the treatment of contributions in aid of construction to regulated electric or gas utilities.","Laxalt, Paul D. [Sen.-R-NV] (Introduced 06/07/1978)",Republican,06/07/1978,"Senate - Finance","Referred to Senate Committee on Finance.",06/07/1978,"Bentsen, Lloyd M. [Sen.-D-TX]","Cannon, Howard W. [Sen.-D-NV]","Curtis, Carl T. [Sen.-R-NE]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Corporation taxes",Corporations,"Electric power","Electric utilities",Energy,"Gas companies","Income tax","Natural gas","Petroleum and petroleum products","Tax exclusion",Taxation,"Thermal power plants",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.11741,,,Senate,,"10/04/1978 Referred to Senate Committee on Finance.",,,"<p>Amends the Internal Revenue Code to allow public utilities to exclude from gross income, as contributions to capital, all amounts received in aid of construction of electric energy, steam, or gas facilities.",,,,,,
"S. 3175",https://www.congress.gov/bill/95th-congress/senate-bill/3175,"95th Congress (1977-1978)","A bill to facilitate the exchange of certain lands in the State of Oregon, and for other purposes.","Hatfield, Mark O. [Sen.-R-OR] (Introduced 06/07/1978)",Republican,06/07/1978,"Senate - Energy and Natural Resources","Referred to Senate Committee on Energy and Natural Resources.",06/07/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Land transfers",Oregon,Parks,"Public Lands and Natural Resources",States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.12772,,,Senate,,"09/30/1978 Public Law 95-394.",,,"<p>Directs the Secretary of the Interior to convey specified lands to the State of Oregon for purposes of enlarging the Ecola State Park.",,,,,,
"S. 3171",https://www.congress.gov/bill/95th-congress/senate-bill/3171,"95th Congress (1977-1978)","A bill to amend the Tariff Schedules of the United States to provide duty-free treatment for certain gloves and trousers which incorporate protective features designed specifically for use in forestry.","Griffin, Robert P. [Sen.-R-MI] (Introduced 06/07/1978)",Republican,06/07/1978,"Senate - Finance","Referred to Senate Committee on Finance.",06/07/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Foreign Trade and International Finance","Forests and forestry",Imports,Tariff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.12882,,,Senate,,"05/25/1978 Referred to House Committee on Ways and Means.",,,"<p>Amends the Tariff Schedules of the United States to permit the importation free of duty of certain gloves and trousers designed for use in forestry.",,,,,,
"S. 3168",https://www.congress.gov/bill/95th-congress/senate-bill/3168,"95th Congress (1977-1978)","A bill to amend the Congressional Budget Act of 1974 to limit increases in total Federal budget outlays and new budget authority to existing real dollar levels.","Dole, Robert J. [Sen.-R-KS] (Introduced 06/07/1978)",Republican,06/07/1978,"Senate - Governmental Affairs, Budget","Referred to Senate Committee on the Budget.",06/07/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Congress,"Congressional budget","Economics and Public Finance","Federal budgets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends the Congressional Budget Act of 1974 to permit the Congress to consider its annual concurrent resolution on the budget only if the appropriate level of total budget outlays and of total new budget authority set forth in such resolution for any fiscal year do not exceed the appropriate levels of total budget outlays and total new budget authority, respectively, for the preceding fiscal year, increased only to the extent necessary to reflect any diminution in the value of the dollar attributable to inflation during the preceding 12 months.",,,,,,
"S. 3167",https://www.congress.gov/bill/95th-congress/senate-bill/3167,"95th Congress (1977-1978)","A bill to establish a Commission to prepare and recommend a federal constitutional amendment to balance the Federal Budget and for other purposes.","Dole, Robert J. [Sen.-R-KS] (Introduced 06/07/1978)",Republican,06/07/1978,"Senate - Governmental Affairs","Referred to Senate Committee on Governmental Affairs.",06/07/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Advisory bodies","Economics and Public Finance","Federal advisory bodies","Federal budgets","Federal receipts and expenditures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>National Commission on a Balanced Budget Act - Establishes the Commission on a Balanced Budget to make a full and complete investigation and study of the imbalance in the Federal budget between total receipts and total outlays.  States that the sole objective of the Commission shall be to prepare, propose, and recommend to Congress a constitutional amendment to insure a balanced Federal budget. <p>Terminates the Commission six months after it submits its final report, including its findings and a recommended constitutional amendment, to Congress.",,,,,,
"S. 3166",https://www.congress.gov/bill/95th-congress/senate-bill/3166,"95th Congress (1977-1978)","A bill to amend the Internal Revenue Code of 1954 to exclude from gross income a portion of each individual's personal service income to reflect the loss in the purchasing power of that income attributable to inflation.","Dole, Robert J. [Sen.-R-KS] (Introduced 06/07/1978)",Republican,06/07/1978,"Senate - Finance","Referred to Senate Committee on Finance.",06/07/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Antiinflationary programs","Economics and Public Finance",Income,"Income tax",Inflation,"Tax exclusion",Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends the Internal Revenue Code to exclude from gross income a percentage of an individual's personal service income which is equal to the percent difference, as determined by the Bureau of Labor Statistics, between the price index for any 12 month period preceding a calendar year beginning in 1979 and the price index for calendar year 1977.",,,,,,
"S. 3165",https://www.congress.gov/bill/95th-congress/senate-bill/3165,"95th Congress (1977-1978)","A bill for the relief of William Armstrong and Rita Armstrong.","Dole, Robert J. [Sen.-R-KS] (Introduced 06/07/1978)",Republican,06/07/1978,"Senate - Judiciary","Referred to Senate Committee on the Judiciary.",06/07/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Private Legislation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Declares two individuals lawfully admitted to the United States for permanent residence, under the Immigration and Nationality Act.",,,,,,
"S. 3162",https://www.congress.gov/bill/95th-congress/senate-bill/3162,"95th Congress (1977-1978)","A bill to secure and protect the freedom of individuals from unwarranted intrusions by persons acting under color of law.","Dole, Robert J. [Sen.-R-KS] (Introduced 06/05/1978)",Republican,06/05/1978,"Senate - Judiciary","Referred to Senate Committee on the Judiciary.",06/05/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Crime and Law Enforcement","Criminal procedure","Fines (Penalties)",Punishment,"Searches and seizures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Personal Privacy Act - Prescribes a $1,000 fine or imprisonment for not more than one year for any person (1) who maliciously and without probable cause procures a search warrant, or (2) who, acting under color of law, without prior adversary court proceeding, searches any place or seizes any things in the possession, custody, or control of any person unless: (a) such search or seizure is conducted pursuant to a warrant issued by a court upon probable cause that such person has committed or is committing a criminal offense; or (b) the court determines, on the basis of the facts alleged, that there is reasonable cause to believe the giving of notice may lead to attempts to conceal, destroy, or alter the items to be seized or to substantially interfere with the conduct of the investigation.",,,,,,
"S. 3158",https://www.congress.gov/bill/95th-congress/senate-bill/3158,"95th Congress (1977-1978)","A bill to authorize the investigation to study the feasibility of the Santa Cruz Dam and Reservoir, Santa Cruz Irrigation District, New Mexico, and for other purposes.","Domenici, Pete V. [Sen.-R-NM] (Introduced 05/26/1978)",Republican,05/26/1978,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources","Referred to House Committee on Interior and Insular Affairs.",10/12/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Dams,"New Mexico","Public works",Reservoirs,"Water Resources Development",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"(Reported to Senate from the Committee on Energy and Natural Resources with amendment, S. Rept. 95-1283) <p> Requires the Secretary of the Interior, after October 1, 1979, to make a full investigation and study to determine the feasibility of carrying out a project to rehabilitate and improve the existing Santa Cruz Dam and Reservoir, Santa Cruz Irrigation District, New Mexico.  Directs the Secretary to consider the potential for developing the Santa Cruz Dam and Reservoir as a unit or part of the San Juan-Chama project. <p>  Authorizes necessary appropriations to carry out the provisions of this Act.",,,,,,
"S. 3157",https://www.congress.gov/bill/95th-congress/senate-bill/3157,"95th Congress (1977-1978)","A bill for the relief of Mrs. Kae Soon Sin.","Mathias, Charles McC., Jr. [Sen.-R-MD] (Introduced 05/26/1978)",Republican,05/26/1978,"Senate - Judiciary","Referred to Senate Committee on the Judiciary.",05/26/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Private Legislation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Declares a certain individual lawfully admitted to the United States for permanent residence, under the Immigration and Nationality Act.",,,,,,
